message_id,ticket_id,sender_type,message_content,sent_at,message_type
TM00001595,TK0001595,user,已收到您的问题，正在核实,2026-07-28 12:07:22,text
TM00001596,TK0001596,user,咨询当前处理进度,2025-04-21 18:57:01,text
TM00001597,TK0001597,agent,请提供相关订单信息,2026-05-16 06:15:51,image
TM00001598,TK0001598,agent,申请退款或补发,2025-04-22 20:14:04,text
TM00001599,TK0001599,bot,咨询当前处理进度,2025-07-07 22:33:49,text
TM00001600,TK0001600,agent,申请退款或补发,2025-06-24 03:58:37,image
TM00001601,TK0001601,user,感谢您的耐心等待,2025-07-11 08:09:49,text
TM00001602,TK0001602,agent,已收到您的问题，正在核实,2025-03-23 13:23:58,text
TM00001603,TK0001603,agent,咨询当前处理进度,2025-05-21 15:05:21,text
TM00001604,TK0001604,agent,感谢您的耐心等待,2025-07-20 18:29:27,text
TM00001605,TK0001605,user,已收到您的问题，正在核实,2025-01-20 00:23:47,text
TM00001606,TK0001606,user,已收到您的问题，正在核实,2025-07-10 21:04:28,text
TM00001607,TK0001607,agent,问题已处理，请确认,2026-01-05 13:19:55,text
TM00001608,TK0001608,bot,感谢您的耐心等待,2026-03-03 13:07:48,text
TM00001609,TK0001609,bot,问题已处理，请确认,2025-10-31 15:15:02,text
TM00001610,TK0001610,agent,咨询当前处理进度,2025-11-19 08:54:25,text
TM00001611,TK0001611,agent,感谢您的耐心等待,2026-06-14 05:25:57,text
TM00001612,TK0001612,user,问题已处理，请确认,2025-10-16 18:39:01,text
TM00001613,TK0001613,agent,请提供相关订单信息,2025-09-08 01:37:37,system
TM00001614,TK0001614,bot,感谢您的耐心等待,2026-08-24 12:59:06,text
TM00001615,TK0001615,bot,咨询当前处理进度,2025-06-09 04:39:36,text
TM00001616,TK0001616,user,问题已处理，请确认,2026-04-28 13:49:13,text
TM00001617,TK0001617,bot,问题已处理，请确认,2025-03-30 18:41:11,text
TM00001618,TK0001618,agent,感谢您的耐心等待,2026-08-15 10:03:23,text
TM00001619,TK0001619,bot,问题已处理，请确认,2025-08-11 10:44:05,text
TM00001620,TK0001620,agent,已收到您的问题，正在核实,2025-07-05 01:43:27,text
TM00001621,TK0001621,bot,请提供相关订单信息,2026-02-15 13:58:57,text
TM00001622,TK0001622,agent,咨询当前处理进度,2025-02-17 03:38:21,text
TM00001623,TK0001623,agent,感谢您的耐心等待,2026-01-07 13:59:38,text
TM00001624,TK0001624,user,问题已处理，请确认,2025-04-01 13:17:54,text
TM00001625,TK0001625,agent,申请退款或补发,2025-08-15 14:56:02,text
TM00001626,TK0001626,user,咨询当前处理进度,2025-09-23 20:48:02,text
TM00001627,TK0001627,user,申请退款或补发,2026-01-19 11:26:26,text
TM00001628,TK0001628,user,问题已处理，请确认,2025-04-14 00:28:36,text
TM00001629,TK0001629,user,已收到您的问题，正在核实,2025-06-20 20:09:08,text
TM00001630,TK0001630,agent,问题已处理，请确认,2026-03-16 01:31:16,text
TM00001631,TK0001631,agent,已收到您的问题，正在核实,2025-11-01 08:39:51,text
TM00001632,TK0001632,agent,已收到您的问题，正在核实,2026-06-02 22:33:05,text
TM00001633,TK0001633,agent,咨询当前处理进度,2025-01-13 00:11:28,text
TM00001634,TK0001634,bot,咨询当前处理进度,2026-04-08 12:25:11,text
TM00001635,TK0001635,user,感谢您的耐心等待,2025-04-24 01:49:14,text
TM00001636,TK0001636,agent,请提供相关订单信息,2026-02-28 16:12:58,text
TM00001637,TK0001637,bot,请提供相关订单信息,2026-08-08 16:22:42,text
TM00001638,TK0001638,user,问题已处理，请确认,2025-05-01 21:14:55,text
TM00001639,TK0001639,user,已收到您的问题，正在核实,2026-03-22 09:11:51,text
TM00001640,TK0001640,bot,申请退款或补发,2025-07-05 15:54:45,text
TM00001641,TK0001641,agent,申请退款或补发,2025-07-27 17:29:43,text
TM00001642,TK0001642,agent,申请退款或补发,2025-09-22 21:15:34,text
TM00001643,TK0001643,user,申请退款或补发,2026-02-17 02:12:46,text
TM00001644,TK0001644,agent,申请退款或补发,2025-12-09 08:23:00,text
TM00001645,TK0001645,user,请提供相关订单信息,2025-08-21 00:16:11,text
TM00001646,TK0001646,agent,请提供相关订单信息,2026-01-15 02:02:22,text
TM00001647,TK0001647,agent,咨询当前处理进度,2025-08-06 10:34:45,text
TM00001648,TK0001648,agent,请提供相关订单信息,2025-02-04 13:12:25,text
TM00001649,TK0001649,user,咨询当前处理进度,2025-03-22 20:37:16,text
TM00001650,TK0001650,user,咨询当前处理进度,2025-01-28 23:08:31,text
TM00001651,TK0001651,agent,申请退款或补发,2026-07-24 01:27:30,text
TM00001652,TK0001652,user,咨询当前处理进度,2025-12-09 20:46:20,text
TM00001653,TK0001653,bot,已收到您的问题，正在核实,2025-02-03 10:59:58,text
TM00001654,TK0001654,bot,感谢您的耐心等待,2025-10-14 20:00:52,text
TM00001655,TK0001655,bot,感谢您的耐心等待,2026-04-25 14:20:49,text
TM00001656,TK0001656,user,申请退款或补发,2026-07-08 16:25:28,text
TM00001657,TK0001657,agent,请提供相关订单信息,2025-11-01 23:57:42,system
TM00001658,TK0001658,bot,问题已处理，请确认,2025-04-01 07:19:25,text
TM00001659,TK0001659,bot,问题已处理，请确认,2025-12-16 09:01:45,text
TM00001660,TK0001660,agent,问题已处理，请确认,2026-07-17 05:15:02,text
TM00001661,TK0001661,agent,问题已处理，请确认,2026-02-16 06:13:10,system
TM00001662,TK0001662,agent,申请退款或补发,2026-05-02 06:51:00,text
TM00001663,TK0001663,user,问题已处理，请确认,2026-04-13 02:32:37,text
TM00001664,TK0001664,user,已收到您的问题，正在核实,2025-08-02 00:35:51,text
TM00001665,TK0001665,agent,问题已处理，请确认,2026-07-14 00:32:45,text
TM00001666,TK0001666,user,问题已处理，请确认,2026-04-09 05:28:13,text
TM00001667,TK0001667,bot,咨询当前处理进度,2025-06-05 15:15:09,text
TM00001668,TK0001668,user,申请退款或补发,2025-06-05 23:50:26,text
TM00001669,TK0001669,user,感谢您的耐心等待,2026-01-04 20:48:26,text
TM00001670,TK0001670,agent,感谢您的耐心等待,2025-10-18 09:40:15,text
TM00001671,TK0001671,user,请提供相关订单信息,2025-11-08 19:59:25,text
TM00001672,TK0001672,user,感谢您的耐心等待,2025-04-29 22:56:48,text
TM00001673,TK0001673,user,感谢您的耐心等待,2026-01-17 19:51:13,text
TM00001674,TK0001674,user,感谢您的耐心等待,2025-08-24 05:55:48,text
TM00001675,TK0001675,user,申请退款或补发,2026-03-03 18:08:06,text
TM00001676,TK0001676,user,请提供相关订单信息,2025-01-17 20:57:08,text
TM00001677,TK0001677,bot,问题已处理，请确认,2025-01-26 06:10:02,text
TM00001678,TK0001678,agent,请提供相关订单信息,2026-05-25 23:39:48,text
TM00001679,TK0001679,agent,问题已处理，请确认,2025-11-24 02:13:04,text
TM00001680,TK0001680,bot,请提供相关订单信息,2025-05-26 10:18:48,text
TM00001681,TK0001681,bot,请提供相关订单信息,2025-01-31 14:46:58,text
TM00001682,TK0001682,agent,问题已处理，请确认,2026-03-22 19:44:17,text
TM00001683,TK0001683,user,咨询当前处理进度,2025-08-17 18:07:59,text
TM00001684,TK0001684,agent,问题已处理，请确认,2025-06-26 02:08:10,text
TM00001685,TK0001685,agent,请提供相关订单信息,2026-07-28 01:23:29,text
TM00001686,TK0001686,user,已收到您的问题，正在核实,2025-08-29 16:08:18,text
TM00001687,TK0001687,user,问题已处理，请确认,2025-12-30 14:43:19,text
TM00001688,TK0001688,agent,问题已处理，请确认,2025-06-10 14:22:02,image
TM00001689,TK0001689,agent,已收到您的问题，正在核实,2026-01-22 02:21:11,text
TM00001690,TK0001690,user,问题已处理，请确认,2026-05-27 09:55:57,text
TM00001691,TK0001691,user,问题已处理，请确认,2025-03-21 16:21:07,text
TM00001692,TK0001692,agent,申请退款或补发,2026-03-14 11:43:30,text
TM00001693,TK0001693,user,问题已处理，请确认,2025-07-02 20:06:57,text
TM00001694,TK0001694,bot,问题已处理，请确认,2025-04-30 07:34:28,text
TM00001695,TK0001695,agent,已收到您的问题，正在核实,2026-06-21 09:19:42,text
TM00001696,TK0001696,agent,申请退款或补发,2026-01-18 16:25:32,text
TM00001697,TK0001697,user,咨询当前处理进度,2026-08-14 01:02:53,text
TM00001698,TK0001698,bot,申请退款或补发,2026-02-15 15:22:04,text
TM00001699,TK0001699,agent,已收到您的问题，正在核实,2025-07-22 03:11:11,text
TM00001700,TK0001700,user,请提供相关订单信息,2025-02-15 16:41:10,system
TM00001701,TK0001701,agent,请提供相关订单信息,2026-08-04 13:40:57,system
TM00001702,TK0001702,agent,请提供相关订单信息,2025-11-26 17:46:20,text
TM00001703,TK0001703,agent,感谢您的耐心等待,2025-06-30 12:20:55,text
TM00001704,TK0001704,user,咨询当前处理进度,2026-07-20 19:48:43,image
TM00001705,TK0001705,agent,问题已处理，请确认,2026-02-23 08:25:39,text
TM00001706,TK0001706,bot,已收到您的问题，正在核实,2025-06-13 11:48:51,text
TM00001707,TK0001707,user,请提供相关订单信息,2025-07-05 20:49:07,text
TM00001708,TK0001708,user,问题已处理，请确认,2025-04-22 19:22:40,system
TM00001709,TK0001709,agent,请提供相关订单信息,2025-12-23 01:56:48,text
TM00001710,TK0001710,agent,咨询当前处理进度,2025-01-28 03:12:19,text
TM00001711,TK0001711,agent,已收到您的问题，正在核实,2026-02-22 12:43:31,text
TM00001712,TK0001712,agent,咨询当前处理进度,2025-11-30 09:38:47,text
TM00001713,TK0001713,bot,感谢您的耐心等待,2025-06-20 06:14:01,text
TM00001714,TK0001714,user,请提供相关订单信息,2026-05-22 15:59:52,text
TM00001715,TK0001715,user,问题已处理，请确认,2025-08-26 02:12:07,text
TM00001716,TK0001716,bot,问题已处理，请确认,2025-05-14 21:04:04,text
TM00001717,TK0001717,user,问题已处理，请确认,2025-05-29 15:49:24,text
TM00001718,TK0001718,user,请提供相关订单信息,2025-05-26 10:01:37,text
TM00001719,TK0001719,user,感谢您的耐心等待,2026-09-01 01:08:40,text
TM00001720,TK0001720,agent,感谢您的耐心等待,2026-05-08 13:17:13,text
TM00001721,TK0001721,agent,申请退款或补发,2026-02-17 12:33:54,text
TM00001722,TK0001722,user,申请退款或补发,2026-04-02 07:03:04,text
TM00001723,TK0001723,user,请提供相关订单信息,2026-01-31 05:07:13,text
TM00001724,TK0001724,user,问题已处理，请确认,2025-01-08 22:15:03,image
TM00001725,TK0001725,user,已收到您的问题，正在核实,2025-03-28 05:55:16,text
TM00001726,TK0001726,bot,已收到您的问题，正在核实,2025-09-09 16:52:34,text
TM00001727,TK0001727,bot,申请退款或补发,2026-02-18 07:57:51,text
TM00001728,TK0001728,agent,申请退款或补发,2025-12-09 08:31:53,text
TM00001729,TK0001729,bot,咨询当前处理进度,2025-03-20 03:33:37,text
TM00001730,TK0001730,user,请提供相关订单信息,2025-06-13 06:47:15,text
TM00001731,TK0001731,agent,请提供相关订单信息,2026-03-19 01:07:05,text
TM00001732,TK0001732,user,感谢您的耐心等待,2026-02-18 12:13:31,text
TM00001733,TK0001733,agent,已收到您的问题，正在核实,2026-04-04 03:08:13,text
TM00001734,TK0001734,agent,已收到您的问题，正在核实,2026-01-27 14:33:58,text
TM00001735,TK0001735,user,请提供相关订单信息,2026-04-19 04:33:18,text
TM00001736,TK0001736,agent,申请退款或补发,2026-04-22 09:45:01,text
TM00001737,TK0001737,agent,咨询当前处理进度,2026-01-11 10:22:56,text
TM00001738,TK0001738,agent,请提供相关订单信息,2025-10-09 03:45:58,image
TM00001739,TK0001739,user,感谢您的耐心等待,2025-05-19 11:13:03,system
TM00001740,TK0001740,bot,已收到您的问题，正在核实,2026-08-12 19:09:16,text
TM00001741,TK0001741,user,请提供相关订单信息,2025-06-19 19:31:34,text
TM00001742,TK0001742,agent,请提供相关订单信息,2025-01-05 13:22:19,text
TM00001743,TK0001743,bot,请提供相关订单信息,2026-05-01 07:06:25,text
TM00001744,TK0001744,agent,咨询当前处理进度,2026-03-05 03:26:36,text
TM00001745,TK0001745,user,咨询当前处理进度,2026-02-06 18:26:54,text
TM00001746,TK0001746,user,感谢您的耐心等待,2026-05-10 05:16:28,text
TM00001747,TK0001747,bot,感谢您的耐心等待,2026-02-04 03:53:22,image
TM00001748,TK0001748,agent,请提供相关订单信息,2025-04-10 16:58:24,text
TM00001749,TK0001749,user,感谢您的耐心等待,2025-07-25 05:45:19,text
TM00001750,TK0001750,user,问题已处理，请确认,2025-11-05 23:31:25,text
TM00001751,TK0001751,user,咨询当前处理进度,2026-04-10 05:20:49,text
TM00001752,TK0001752,agent,感谢您的耐心等待,2026-06-25 01:53:47,text
TM00001753,TK0001753,user,咨询当前处理进度,2026-02-17 16:25:17,text
TM00001754,TK0001754,bot,请提供相关订单信息,2026-01-12 22:35:01,image
TM00001755,TK0001755,user,已收到您的问题，正在核实,2026-01-20 11:13:58,text
TM00001756,TK0001756,user,感谢您的耐心等待,2026-04-04 18:58:13,text
TM00001757,TK0001757,user,申请退款或补发,2025-03-13 01:16:57,text
TM00001758,TK0001758,user,问题已处理，请确认,2025-06-17 07:42:29,text
TM00001759,TK0001759,agent,感谢您的耐心等待,2025-05-23 15:46:32,text
TM00001760,TK0001760,agent,请提供相关订单信息,2025-03-12 15:42:06,text
TM00001761,TK0001761,user,咨询当前处理进度,2025-08-29 21:35:31,text
TM00001762,TK0001762,agent,感谢您的耐心等待,2025-07-15 18:30:53,text
TM00001763,TK0001763,agent,已收到您的问题，正在核实,2026-03-04 20:47:19,text
TM00001764,TK0001764,user,问题已处理，请确认,2025-05-10 17:35:22,text
TM00001765,TK0001765,user,已收到您的问题，正在核实,2025-07-19 05:11:05,image
TM00001766,TK0001766,user,申请退款或补发,2025-02-04 12:05:03,text
TM00001767,TK0001767,agent,已收到您的问题，正在核实,2026-03-03 20:50:59,text
TM00001768,TK0001768,user,感谢您的耐心等待,2025-12-16 03:25:00,text
TM00001769,TK0001769,user,咨询当前处理进度,2025-12-30 09:19:24,text
TM00001770,TK0001770,agent,感谢您的耐心等待,2026-05-23 13:29:52,text
TM00001771,TK0001771,agent,已收到您的问题，正在核实,2026-02-17 01:52:51,text
TM00001772,TK0001772,agent,请提供相关订单信息,2025-04-23 09:36:01,text
TM00001773,TK0001773,agent,请提供相关订单信息,2026-07-04 02:52:59,text
TM00001774,TK0001774,user,感谢您的耐心等待,2025-06-20 16:02:34,text
TM00001775,TK0001775,agent,感谢您的耐心等待,2026-02-20 15:48:55,text
TM00001776,TK0001776,agent,感谢您的耐心等待,2025-07-07 11:05:10,text
TM00001777,TK0001777,user,咨询当前处理进度,2026-02-15 12:18:20,text
TM00001778,TK0001778,user,已收到您的问题，正在核实,2026-03-13 18:03:17,text
TM00001779,TK0001779,agent,咨询当前处理进度,2025-07-01 04:42:42,image
TM00001780,TK0001780,user,请提供相关订单信息,2026-05-06 20:53:00,text
TM00001781,TK0001781,bot,感谢您的耐心等待,2026-05-13 23:59:00,text
TM00001782,TK0001782,user,咨询当前处理进度,2025-03-12 15:40:51,image
TM00001783,TK0001783,user,问题已处理，请确认,2025-05-30 06:40:02,text
TM00001784,TK0001784,user,申请退款或补发,2025-02-23 17:26:51,text
TM00001785,TK0001785,user,申请退款或补发,2026-08-03 15:02:13,text
TM00001786,TK0001786,agent,已收到您的问题，正在核实,2026-04-12 05:48:02,text
TM00001787,TK0001787,agent,已收到您的问题，正在核实,2026-06-12 17:57:07,text
TM00001788,TK0001788,agent,请提供相关订单信息,2025-04-18 04:19:50,text
TM00001789,TK0001789,agent,请提供相关订单信息,2025-04-26 02:04:18,text
TM00001790,TK0001790,bot,咨询当前处理进度,2025-09-23 22:42:12,image
TM00001791,TK0001791,agent,咨询当前处理进度,2025-03-25 20:29:16,text
TM00001792,TK0001792,user,咨询当前处理进度,2025-09-07 02:56:36,system
TM00001793,TK0001793,user,问题已处理，请确认,2025-01-04 06:34:12,text
TM00001794,TK0001794,agent,问题已处理，请确认,2026-02-11 02:01:41,text
TM00001795,TK0001795,user,咨询当前处理进度,2026-01-19 15:17:02,text
TM00001796,TK0001796,agent,感谢您的耐心等待,2026-03-26 08:59:27,text
TM00001797,TK0001797,agent,申请退款或补发,2026-08-26 09:50:38,text
TM00001798,TK0001798,agent,请提供相关订单信息,2026-01-23 22:51:38,text
TM00001799,TK0001799,agent,感谢您的耐心等待,2026-01-14 20:44:22,text
TM00001800,TK0001800,bot,申请退款或补发,2026-08-02 22:07:16,text
TM00001801,TK0001801,user,问题已处理，请确认,2026-07-23 19:55:08,text
TM00001802,TK0001802,agent,请提供相关订单信息,2025-11-05 19:46:59,text
TM00001803,TK0001803,agent,申请退款或补发,2025-07-03 07:42:11,text
TM00001804,TK0001804,user,问题已处理，请确认,2026-05-11 15:48:24,text
TM00001805,TK0001805,user,咨询当前处理进度,2026-03-15 21:12:47,text
TM00001806,TK0001806,agent,感谢您的耐心等待,2026-08-06 05:56:56,text
TM00001807,TK0001807,user,咨询当前处理进度,2026-03-09 07:48:34,text
TM00001808,TK0001808,bot,问题已处理，请确认,2026-05-31 09:29:19,text
TM00001809,TK0001809,agent,请提供相关订单信息,2026-05-22 14:19:33,text
TM00001810,TK0001810,user,申请退款或补发,2026-01-24 10:23:41,text
TM00001811,TK0001811,bot,申请退款或补发,2025-02-23 19:05:57,text
TM00001812,TK0001812,bot,咨询当前处理进度,2026-05-17 12:39:01,text
TM00001813,TK0001813,agent,咨询当前处理进度,2025-02-24 13:23:25,text
TM00001814,TK0001814,agent,问题已处理，请确认,2026-08-02 14:25:10,text
TM00001815,TK0001815,bot,请提供相关订单信息,2026-05-30 05:19:11,text
TM00001816,TK0001816,bot,申请退款或补发,2026-05-29 04:53:20,text
TM00001817,TK0001817,agent,已收到您的问题，正在核实,2025-10-22 14:35:25,text
TM00001818,TK0001818,bot,问题已处理，请确认,2025-01-26 01:11:43,text
TM00001819,TK0001819,user,申请退款或补发,2025-07-28 03:29:41,text
TM00001820,TK0001820,bot,咨询当前处理进度,2025-09-20 14:34:10,text
TM00001821,TK0001821,user,感谢您的耐心等待,2025-03-12 17:51:25,text
TM00001822,TK0001822,user,问题已处理，请确认,2025-05-18 00:34:33,text
TM00001823,TK0001823,bot,已收到您的问题，正在核实,2025-12-24 14:33:58,text
TM00001824,TK0001824,agent,问题已处理，请确认,2025-03-19 19:16:51,text
TM00001825,TK0001825,agent,已收到您的问题，正在核实,2026-06-17 16:52:28,text
TM00001826,TK0001826,agent,咨询当前处理进度,2026-08-03 18:26:14,text
TM00001827,TK0001827,agent,已收到您的问题，正在核实,2025-11-26 21:20:53,text
TM00001828,TK0001828,bot,咨询当前处理进度,2025-03-27 17:07:51,text
TM00001829,TK0001829,agent,已收到您的问题，正在核实,2025-08-16 16:38:17,text
TM00001830,TK0001830,user,咨询当前处理进度,2026-03-22 11:23:12,text
TM00001831,TK0001831,user,感谢您的耐心等待,2025-07-22 11:49:52,text
TM00001832,TK0001832,user,已收到您的问题，正在核实,2025-08-10 19:54:17,text
TM00001833,TK0001833,bot,请提供相关订单信息,2026-07-17 08:33:45,text
TM00001834,TK0001834,agent,请提供相关订单信息,2026-03-20 23:58:41,text
TM00001835,TK0001835,agent,咨询当前处理进度,2025-04-17 21:14:56,text
TM00001836,TK0001836,agent,咨询当前处理进度,2025-08-11 23:10:14,text
TM00001837,TK0001837,user,请提供相关订单信息,2025-04-14 06:29:29,text
TM00001838,TK0001838,user,申请退款或补发,2025-08-18 18:23:05,text
TM00001839,TK0001839,bot,已收到您的问题，正在核实,2025-05-15 07:46:42,text
TM00001840,TK0001840,agent,咨询当前处理进度,2025-12-13 08:00:27,text
TM00001841,TK0001841,agent,请提供相关订单信息,2025-07-15 04:35:09,text
TM00001842,TK0001842,user,申请退款或补发,2026-08-20 02:00:13,text
TM00001843,TK0001843,user,问题已处理，请确认,2025-09-19 07:35:09,text
TM00001844,TK0001844,bot,感谢您的耐心等待,2025-01-17 12:34:32,text
TM00001845,TK0001845,bot,感谢您的耐心等待,2025-07-08 16:30:17,text
TM00001846,TK0001846,bot,咨询当前处理进度,2025-12-15 19:44:35,text
TM00001847,TK0001847,user,请提供相关订单信息,2025-08-10 17:47:27,text
TM00001848,TK0001848,bot,申请退款或补发,2025-06-27 08:41:58,text
TM00001849,TK0001849,bot,咨询当前处理进度,2026-02-24 18:54:07,text
TM00001850,TK0001850,user,问题已处理，请确认,2026-02-28 10:54:03,text
TM00001851,TK0001851,agent,问题已处理，请确认,2026-07-29 07:53:10,text
TM00001852,TK0001852,bot,感谢您的耐心等待,2026-07-12 21:32:39,text
TM00001853,TK0001853,bot,感谢您的耐心等待,2026-08-21 04:01:39,image
TM00001854,TK0001854,agent,咨询当前处理进度,2026-03-12 13:15:44,text
TM00001855,TK0001855,agent,已收到您的问题，正在核实,2025-10-15 09:16:55,text
TM00001856,TK0001856,agent,感谢您的耐心等待,2025-09-30 10:53:15,system
TM00001857,TK0001857,user,请提供相关订单信息,2025-11-29 05:30:50,text
TM00001858,TK0001858,agent,咨询当前处理进度,2025-05-24 02:03:01,text
TM00001859,TK0001859,user,咨询当前处理进度,2025-04-29 19:47:34,text
TM00001860,TK0001860,user,请提供相关订单信息,2025-10-06 16:17:45,text
TM00001861,TK0001861,user,咨询当前处理进度,2026-01-30 16:10:53,text
TM00001862,TK0001862,bot,感谢您的耐心等待,2025-09-23 17:09:49,text
TM00001863,TK0001863,user,请提供相关订单信息,2026-07-19 14:08:33,text
TM00001864,TK0001864,agent,感谢您的耐心等待,2026-08-10 20:08:09,text
TM00001865,TK0001865,user,感谢您的耐心等待,2025-10-04 11:20:37,text
TM00001866,TK0001866,user,申请退款或补发,2026-01-30 10:41:50,text
TM00001867,TK0001867,user,问题已处理，请确认,2025-08-20 04:37:01,text
TM00001868,TK0001868,user,问题已处理，请确认,2026-04-09 15:27:50,text
TM00001869,TK0001869,agent,已收到您的问题，正在核实,2026-05-13 00:27:51,text
TM00001870,TK0001870,user,问题已处理，请确认,2026-08-24 17:58:58,text
TM00001871,TK0001871,bot,咨询当前处理进度,2025-06-12 06:26:05,text
TM00001872,TK0001872,agent,申请退款或补发,2025-05-13 07:58:45,text
TM00001873,TK0001873,agent,已收到您的问题，正在核实,2025-02-28 02:56:55,image
TM00001874,TK0001874,agent,感谢您的耐心等待,2026-06-08 21:02:57,text
TM00001875,TK0001875,user,咨询当前处理进度,2025-10-14 15:05:45,text
TM00001876,TK0001876,user,咨询当前处理进度,2025-10-14 20:14:47,image
TM00001877,TK0001877,user,申请退款或补发,2025-05-31 23:08:57,text
TM00001878,TK0001878,user,咨询当前处理进度,2025-08-27 10:52:21,text
TM00001879,TK0001879,user,感谢您的耐心等待,2025-04-13 01:39:22,text
TM00001880,TK0001880,agent,申请退款或补发,2025-02-20 14:25:39,text
TM00001881,TK0001881,agent,咨询当前处理进度,2025-12-17 06:37:06,text
TM00001882,TK0001882,user,申请退款或补发,2026-04-25 02:10:50,text
TM00001883,TK0001883,user,申请退款或补发,2025-10-05 07:59:17,text
TM00001884,TK0001884,agent,请提供相关订单信息,2025-03-16 21:06:55,text
TM00001885,TK0001885,user,申请退款或补发,2025-06-01 19:22:15,text
TM00001886,TK0001886,bot,问题已处理，请确认,2025-07-08 18:14:43,text
TM00001887,TK0001887,agent,申请退款或补发,2026-07-30 03:26:59,text
TM00001888,TK0001888,agent,已收到您的问题，正在核实,2025-03-16 00:58:34,text
TM00001889,TK0001889,bot,感谢您的耐心等待,2025-01-30 17:26:32,text
TM00001890,TK0001890,agent,请提供相关订单信息,2026-06-17 09:43:25,text
TM00001891,TK0001891,bot,问题已处理，请确认,2026-05-03 08:52:53,text
TM00001892,TK0001892,agent,申请退款或补发,2025-02-08 17:13:08,text
TM00001893,TK0001893,agent,感谢您的耐心等待,2025-11-18 09:33:23,text
TM00001894,TK0001894,user,已收到您的问题，正在核实,2025-03-12 02:12:05,text
TM00001895,TK0001895,user,申请退款或补发,2025-11-10 08:49:08,text
TM00001896,TK0001896,user,感谢您的耐心等待,2026-07-30 23:44:32,text
TM00001897,TK0001897,user,问题已处理，请确认,2025-09-22 19:43:37,text
TM00001898,TK0001898,agent,申请退款或补发,2025-08-06 15:45:03,text
TM00001899,TK0001899,user,申请退款或补发,2026-02-03 00:36:40,image
TM00001900,TK0001900,user,咨询当前处理进度,2025-09-29 15:24:51,system
TM00001901,TK0001901,agent,已收到您的问题，正在核实,2026-08-05 12:51:10,text
TM00001902,TK0001902,agent,感谢您的耐心等待,2026-06-13 12:12:42,text
TM00001903,TK0001903,agent,申请退款或补发,2025-04-28 18:31:29,system
TM00001904,TK0001904,agent,请提供相关订单信息,2026-02-04 09:01:13,text
TM00001905,TK0001905,agent,请提供相关订单信息,2025-08-18 09:56:54,text
TM00001906,TK0001906,agent,问题已处理，请确认,2025-08-25 15:25:41,text
TM00001907,TK0001907,agent,问题已处理，请确认,2026-06-18 06:47:56,text
TM00001908,TK0001908,agent,已收到您的问题，正在核实,2026-04-07 01:10:59,text
TM00001909,TK0001909,agent,感谢您的耐心等待,2025-12-29 00:23:05,text
TM00001910,TK0001910,bot,问题已处理，请确认,2025-06-13 13:31:11,system
TM00001911,TK0001911,user,已收到您的问题，正在核实,2025-11-06 12:45:35,text
TM00001912,TK0001912,bot,问题已处理，请确认,2026-07-28 03:54:02,text
TM00001913,TK0001913,agent,请提供相关订单信息,2025-07-08 19:38:11,image
TM00001914,TK0001914,user,请提供相关订单信息,2026-04-27 08:18:35,text
TM00001915,TK0001915,bot,请提供相关订单信息,2026-02-19 07:18:28,text
TM00001916,TK0001916,user,咨询当前处理进度,2026-05-03 06:22:10,text
TM00001917,TK0001917,user,申请退款或补发,2025-07-28 15:51:25,system
TM00001918,TK0001918,agent,申请退款或补发,2026-08-10 17:46:32,text
TM00001919,TK0001919,user,感谢您的耐心等待,2025-06-09 20:18:16,text
TM00001920,TK0001920,bot,感谢您的耐心等待,2025-07-08 19:31:04,text
TM00001921,TK0001921,agent,已收到您的问题，正在核实,2025-09-04 21:13:41,text
TM00001922,TK0001922,bot,感谢您的耐心等待,2025-02-13 04:38:12,text
TM00001923,TK0001923,user,申请退款或补发,2025-12-29 18:39:23,text
TM00001924,TK0001924,user,咨询当前处理进度,2026-07-25 16:47:37,image
TM00001925,TK0001925,user,感谢您的耐心等待,2026-01-29 16:46:06,system
TM00001926,TK0001926,user,请提供相关订单信息,2026-01-08 16:29:48,text
TM00001927,TK0001927,user,申请退款或补发,2026-08-26 20:19:53,text
TM00001928,TK0001928,bot,咨询当前处理进度,2025-03-10 09:13:39,text
TM00001929,TK0001929,user,感谢您的耐心等待,2025-07-09 07:26:37,image
TM00001930,TK0001930,agent,已收到您的问题，正在核实,2026-06-30 07:32:02,text
TM00001931,TK0001931,agent,问题已处理，请确认,2025-11-16 03:51:40,text
TM00001932,TK0001932,user,问题已处理，请确认,2026-08-22 17:36:47,text
TM00001933,TK0001933,user,请提供相关订单信息,2026-05-15 05:47:01,text
TM00001934,TK0001934,user,咨询当前处理进度,2025-11-04 14:16:12,text
TM00001935,TK0001935,user,申请退款或补发,2025-02-06 02:30:18,text
TM00001936,TK0001936,user,问题已处理，请确认,2025-01-23 20:55:45,text
TM00001937,TK0001937,bot,已收到您的问题，正在核实,2025-02-25 22:24:24,image
TM00001938,TK0001938,user,问题已处理，请确认,2025-11-02 08:12:52,text
TM00001939,TK0001939,bot,申请退款或补发,2025-04-30 15:22:09,text
TM00001940,TK0001940,user,问题已处理，请确认,2025-04-07 10:16:29,text
TM00001941,TK0001941,user,申请退款或补发,2025-08-26 21:44:36,text
TM00001942,TK0001942,user,请提供相关订单信息,2026-05-08 00:51:12,text
TM00001943,TK0001943,agent,感谢您的耐心等待,2025-06-07 18:42:36,text
TM00001944,TK0001944,bot,请提供相关订单信息,2025-04-12 20:25:40,text
