sku_id,product_id,sku_name,color,specification,market_price,sale_price,cost_price,barcode,sku_status
SKU0000651,P000326,曜石黑-基础版,云朵白,中号,2293.61,2041.44,1335.65,6900000000651,active
SKU0000652,P000326,标准款-大号,云朵白,小号,2442.02,1816.16,954.06,6900000000652,active
SKU0000653,P000327,曜石黑-中号,标准款,旗舰版,1786.45,1670.08,1242.53,6900000000653,active
SKU0000654,P000327,星空蓝-小号,星空蓝,旗舰版,2153.16,1543.59,1193.1,6900000000654,active
SKU0000655,P000328,曜石黑-中号,暖杏色,旗舰版,2848.56,1776.44,942.92,6900000000655,active
SKU0000656,P000328,云朵白-升级版,活力橙,旗舰版,2339.41,1966.83,1232.68,6900000000656,active
SKU0000657,P000329,暖杏色-中号,标准款,大号,3488.95,3393.66,2410.52,6900000000657,active
SKU0000658,P000329,暖杏色-大号,暖杏色,基础版,3960.74,2834.13,1394.62,6900000000658,active
SKU0000659,P000330,曜石黑-基础版,标准款,大号,3176.55,2543.51,1528.66,6900000000659,active
SKU0000660,P000330,活力橙-升级版,活力橙,大号,3294.23,2549.33,1501.46,6900000000660,active
SKU0000661,P000331,曜石黑-小号,曜石黑,升级版,4513.16,3404.69,2098.18,6900000000661,active
SKU0000662,P000331,标准款-旗舰版,曜石黑,升级版,3813.22,3272.86,1666.5,6900000000662,active
SKU0000663,P000332,活力橙-中号,标准款,升级版,681.97,565.46,408.21,6900000000663,active
SKU0000664,P000332,标准款-旗舰版,活力橙,大号,681.07,519.79,401.44,6900000000664,active
SKU0000665,P000333,暖杏色-小号,云朵白,基础版,4007.33,2732.45,2010.75,6900000000665,active
SKU0000666,P000333,活力橙-旗舰版,曜石黑,小号,3331.05,3170.31,2218.8,6900000000666,active
SKU0000667,P000334,曜石黑-升级版,星空蓝,小号,690.75,542.17,292.26,6900000000667,active
SKU0000668,P000334,标准款-旗舰版,云朵白,基础版,667.57,509.75,291.34,6900000000668,active
SKU0000669,P000335,星空蓝-基础版,暖杏色,基础版,4429.05,3295.06,1954.56,6900000000669,active
SKU0000670,P000335,标准款-旗舰版,暖杏色,基础版,3761.48,3259.5,2494.61,6900000000670,active
SKU0000671,P000336,标准款-旗舰版,暖杏色,大号,855.71,661.48,490.09,6900000000671,active
SKU0000672,P000336,活力橙-大号,云朵白,升级版,806.98,781.69,603.67,6900000000672,active
SKU0000673,P000337,曜石黑-小号,暖杏色,大号,3284.16,2434.53,1290.33,6900000000673,inactive
SKU0000674,P000337,星空蓝-大号,曜石黑,小号,3357.1,2417.79,1484.38,6900000000674,active
SKU0000675,P000338,云朵白-升级版,曜石黑,升级版,1670.23,1495.71,938.32,6900000000675,active
SKU0000676,P000338,标准款-旗舰版,星空蓝,中号,1600.79,1462.41,959.26,6900000000676,active
SKU0000677,P000339,活力橙-基础版,云朵白,旗舰版,3564.41,2657.92,1872.15,6900000000677,active
SKU0000678,P000339,标准款-大号,暖杏色,中号,3837.43,2680.89,1440.15,6900000000678,active
SKU0000679,P000340,标准款-基础版,标准款,中号,1984.29,1630.54,971.37,6900000000679,active
SKU0000680,P000340,活力橙-大号,云朵白,基础版,2166.34,1432.06,729.76,6900000000680,inactive
SKU0000681,P000341,曜石黑-中号,活力橙,升级版,462.67,430.33,255.28,6900000000681,active
SKU0000682,P000341,曜石黑-中号,暖杏色,旗舰版,493.78,390.98,210.83,6900000000682,active
SKU0000683,P000342,标准款-升级版,星空蓝,中号,3838.21,3174.6,1583.34,6900000000683,active
SKU0000684,P000342,暖杏色-基础版,标准款,小号,3866.93,3462.51,2483.66,6900000000684,active
SKU0000685,P000343,暖杏色-基础版,曜石黑,旗舰版,199.23,146.97,109.35,6900000000685,inactive
SKU0000686,P000343,暖杏色-大号,星空蓝,旗舰版,195.96,171.32,85.94,6900000000686,active
SKU0000687,P000344,曜石黑-中号,云朵白,中号,2474.66,1761.38,983.71,6900000000687,active
SKU0000688,P000344,曜石黑-大号,暖杏色,旗舰版,2685.17,1793.08,1239.63,6900000000688,active
SKU0000689,P000345,云朵白-大号,星空蓝,旗舰版,4158.67,2731.47,2028.52,6900000000689,active
SKU0000690,P000345,云朵白-升级版,活力橙,旗舰版,4140.89,3168.37,1877.35,6900000000690,active
SKU0000691,P000346,云朵白-中号,星空蓝,中号,3265.55,2861.78,1548.95,6900000000691,active
SKU0000692,P000346,星空蓝-基础版,活力橙,小号,3605.54,3031.05,1837.73,6900000000692,active
SKU0000693,P000347,星空蓝-中号,云朵白,大号,2008.69,1269.08,698.22,6900000000693,active
SKU0000694,P000347,暖杏色-小号,云朵白,旗舰版,1875.31,1457.92,899.6,6900000000694,active
SKU0000695,P000348,标准款-旗舰版,云朵白,中号,3834.54,3377.69,1780.71,6900000000695,active
SKU0000696,P000348,云朵白-升级版,云朵白,小号,4185.86,3076.07,2322.41,6900000000696,active
SKU0000697,P000349,云朵白-旗舰版,云朵白,基础版,803.09,705.12,449.88,6900000000697,active
SKU0000698,P000349,曜石黑-小号,云朵白,大号,948.43,708.76,508.95,6900000000698,active
SKU0000699,P000350,标准款-升级版,活力橙,中号,3189.79,2686.33,1366.93,6900000000699,active
SKU0000700,P000350,曜石黑-基础版,星空蓝,基础版,3409.94,2252.29,1287.74,6900000000700,active
SKU0000701,P000351,暖杏色-基础版,曜石黑,升级版,2964.95,2341.0,1710.71,6900000000701,active
SKU0000702,P000351,标准款-中号,活力橙,基础版,2910.18,2459.89,1458.91,6900000000702,active
SKU0000703,P000352,云朵白-中号,标准款,基础版,633.9,432.04,282.06,6900000000703,active
SKU0000704,P000352,曜石黑-升级版,暖杏色,基础版,561.89,473.21,241.2,6900000000704,active
SKU0000705,P000353,标准款-大号,曜石黑,小号,1193.34,871.74,478.8,6900000000705,active
SKU0000706,P000353,标准款-中号,云朵白,大号,1221.31,866.55,660.87,6900000000706,active
SKU0000707,P000354,星空蓝-旗舰版,标准款,中号,2262.13,1518.4,924.0,6900000000707,active
SKU0000708,P000354,标准款-大号,标准款,小号,2040.66,1466.23,952.76,6900000000708,active
SKU0000709,P000355,云朵白-旗舰版,暖杏色,旗舰版,1028.18,977.03,515.55,6900000000709,active
SKU0000710,P000355,标准款-小号,暖杏色,大号,1249.21,952.83,684.79,6900000000710,active
SKU0000711,P000356,星空蓝-小号,活力橙,基础版,1401.23,1043.04,571.82,6900000000711,inactive
SKU0000712,P000356,星空蓝-升级版,活力橙,小号,1545.77,1277.35,831.24,6900000000712,active
SKU0000713,P000357,星空蓝-大号,暖杏色,升级版,3379.82,2687.79,1819.63,6900000000713,active
SKU0000714,P000357,活力橙-基础版,星空蓝,旗舰版,2786.51,2558.65,1994.5,6900000000714,active
SKU0000715,P000358,标准款-中号,曜石黑,旗舰版,1821.92,1398.16,742.96,6900000000715,active
SKU0000716,P000358,暖杏色-小号,星空蓝,旗舰版,1710.96,1259.72,852.35,6900000000716,active
SKU0000717,P000359,星空蓝-中号,活力橙,旗舰版,3664.71,3115.13,2010.02,6900000000717,active
SKU0000718,P000359,活力橙-基础版,星空蓝,旗舰版,3592.59,3248.12,2256.9,6900000000718,inactive
SKU0000719,P000360,暖杏色-旗舰版,星空蓝,大号,3706.96,3391.46,2122.72,6900000000719,active
SKU0000720,P000360,暖杏色-中号,曜石黑,基础版,4034.31,2928.43,2212.7,6900000000720,active
SKU0000721,P000361,暖杏色-基础版,星空蓝,基础版,1304.66,946.33,501.37,6900000000721,active
SKU0000722,P000361,曜石黑-小号,暖杏色,基础版,1223.25,985.41,603.7,6900000000722,active
SKU0000723,P000362,曜石黑-基础版,星空蓝,旗舰版,2984.49,2033.59,1215.47,6900000000723,active
SKU0000724,P000362,暖杏色-中号,标准款,小号,2798.28,1901.64,1007.85,6900000000724,active
SKU0000725,P000363,暖杏色-中号,标准款,小号,737.44,527.45,287.04,6900000000725,active
SKU0000726,P000363,星空蓝-旗舰版,暖杏色,大号,653.09,631.72,369.33,6900000000726,active
SKU0000727,P000364,暖杏色-升级版,活力橙,旗舰版,2766.23,2224.15,1162.49,6900000000727,active
SKU0000728,P000364,云朵白-基础版,标准款,基础版,2893.83,2606.54,2026.1,6900000000728,active
SKU0000729,P000365,星空蓝-基础版,云朵白,升级版,2986.65,2195.13,1116.79,6900000000729,active
SKU0000730,P000365,标准款-基础版,云朵白,基础版,3158.89,2213.79,1714.65,6900000000730,active
SKU0000731,P000366,星空蓝-基础版,云朵白,小号,2596.27,2033.45,1202.8,6900000000731,active
SKU0000732,P000366,标准款-小号,活力橙,旗舰版,2124.33,1981.88,1384.73,6900000000732,active
SKU0000733,P000367,星空蓝-小号,星空蓝,中号,2689.62,2185.78,1166.01,6900000000733,inactive
SKU0000734,P000367,云朵白-小号,活力橙,小号,3096.91,2547.87,1263.58,6900000000734,inactive
SKU0000735,P000368,曜石黑-小号,曜石黑,大号,1517.16,1304.83,781.17,6900000000735,active
SKU0000736,P000368,曜石黑-小号,暖杏色,小号,1686.28,1084.36,701.83,6900000000736,inactive
SKU0000737,P000369,活力橙-小号,云朵白,基础版,2714.67,2071.65,1199.88,6900000000737,active
SKU0000738,P000369,星空蓝-基础版,曜石黑,升级版,2186.36,1720.91,1147.73,6900000000738,active
SKU0000739,P000370,云朵白-中号,标准款,升级版,936.64,765.53,370.78,6900000000739,active
SKU0000740,P000370,活力橙-基础版,星空蓝,旗舰版,1049.42,795.0,466.8,6900000000740,active
SKU0000741,P000371,云朵白-大号,标准款,旗舰版,1870.3,1502.64,1157.53,6900000000741,active
SKU0000742,P000371,活力橙-旗舰版,曜石黑,旗舰版,1991.7,1340.29,851.58,6900000000742,active
SKU0000743,P000372,云朵白-小号,星空蓝,中号,1891.58,1592.52,978.28,6900000000743,active
SKU0000744,P000372,标准款-中号,曜石黑,旗舰版,2037.45,1624.42,1249.92,6900000000744,active
SKU0000745,P000373,星空蓝-中号,云朵白,小号,1987.85,1298.07,746.21,6900000000745,active
SKU0000746,P000373,标准款-小号,星空蓝,基础版,1810.29,1375.67,912.3,6900000000746,active
SKU0000747,P000374,云朵白-升级版,曜石黑,旗舰版,59.38,46.64,29.24,6900000000747,active
SKU0000748,P000374,活力橙-中号,暖杏色,小号,54.9,53.76,26.12,6900000000748,active
SKU0000749,P000375,标准款-小号,曜石黑,大号,3328.84,2504.16,1462.98,6900000000749,active
SKU0000750,P000375,曜石黑-升级版,星空蓝,升级版,3371.0,2541.5,1927.18,6900000000750,active
SKU0000751,P000376,星空蓝-小号,曜石黑,大号,2321.06,1736.53,1097.64,6900000000751,active
SKU0000752,P000376,云朵白-基础版,星空蓝,旗舰版,2470.61,2034.49,1328.32,6900000000752,active
SKU0000753,P000377,活力橙-升级版,暖杏色,旗舰版,2313.39,1849.14,1052.85,6900000000753,active
SKU0000754,P000377,星空蓝-小号,云朵白,大号,2223.73,2207.75,1464.39,6900000000754,active
SKU0000755,P000378,标准款-升级版,标准款,基础版,872.42,700.68,495.56,6900000000755,active
SKU0000756,P000378,云朵白-中号,标准款,大号,762.81,666.65,412.03,6900000000756,active
SKU0000757,P000379,暖杏色-中号,云朵白,基础版,2501.13,1894.22,990.09,6900000000757,active
SKU0000758,P000379,云朵白-旗舰版,标准款,基础版,2378.42,1895.9,1336.76,6900000000758,active
SKU0000759,P000380,活力橙-小号,暖杏色,大号,1572.21,1268.7,984.59,6900000000759,active
SKU0000760,P000380,暖杏色-小号,星空蓝,小号,1832.72,1493.77,836.01,6900000000760,active
SKU0000761,P000381,活力橙-中号,曜石黑,旗舰版,3411.46,2548.67,1352.79,6900000000761,active
SKU0000762,P000381,标准款-旗舰版,标准款,中号,3359.38,2977.87,1569.76,6900000000762,active
SKU0000763,P000382,星空蓝-大号,暖杏色,大号,2511.99,1821.7,1410.15,6900000000763,active
SKU0000764,P000382,星空蓝-小号,标准款,中号,2812.88,2192.24,1674.57,6900000000764,active
SKU0000765,P000383,标准款-大号,标准款,中号,3397.95,2605.79,1619.0,6900000000765,active
SKU0000766,P000383,星空蓝-大号,云朵白,中号,3177.41,2353.41,1784.73,6900000000766,active
SKU0000767,P000384,活力橙-旗舰版,曜石黑,大号,262.78,233.56,124.74,6900000000767,active
SKU0000768,P000384,曜石黑-大号,云朵白,大号,273.29,237.46,120.31,6900000000768,active
SKU0000769,P000385,曜石黑-基础版,曜石黑,基础版,1775.37,1331.49,664.56,6900000000769,active
SKU0000770,P000385,活力橙-升级版,暖杏色,旗舰版,1825.55,1201.69,772.57,6900000000770,active
SKU0000771,P000386,暖杏色-基础版,活力橙,大号,4357.43,2888.11,1856.73,6900000000771,active
SKU0000772,P000386,暖杏色-中号,曜石黑,小号,4164.03,3062.23,2052.28,6900000000772,active
SKU0000773,P000387,暖杏色-升级版,云朵白,大号,3012.4,2637.56,1502.43,6900000000773,active
SKU0000774,P000387,活力橙-基础版,标准款,中号,3228.56,2506.18,1310.67,6900000000774,active
SKU0000775,P000388,云朵白-中号,暖杏色,旗舰版,2495.98,1782.77,1078.9,6900000000775,active
SKU0000776,P000388,星空蓝-小号,星空蓝,基础版,2482.36,1682.08,1107.96,6900000000776,active
SKU0000777,P000389,暖杏色-大号,曜石黑,小号,417.28,368.44,241.21,6900000000777,active
SKU0000778,P000389,云朵白-旗舰版,标准款,中号,485.89,391.98,261.29,6900000000778,active
SKU0000779,P000390,星空蓝-小号,星空蓝,基础版,3012.87,2432.6,1789.01,6900000000779,active
SKU0000780,P000390,暖杏色-大号,暖杏色,大号,3123.55,2491.04,1594.6,6900000000780,active
SKU0000781,P000391,曜石黑-升级版,标准款,大号,1203.72,963.46,626.42,6900000000781,active
SKU0000782,P000391,活力橙-旗舰版,星空蓝,升级版,1127.67,1058.56,817.55,6900000000782,active
SKU0000783,P000392,暖杏色-中号,曜石黑,大号,2458.75,2003.88,1047.71,6900000000783,active
SKU0000784,P000392,星空蓝-大号,活力橙,升级版,2888.51,2158.56,1445.33,6900000000784,active
SKU0000785,P000393,暖杏色-小号,曜石黑,旗舰版,1043.36,818.97,564.76,6900000000785,active
SKU0000786,P000393,标准款-中号,标准款,中号,1168.26,749.34,383.73,6900000000786,active
SKU0000787,P000394,曜石黑-升级版,曜石黑,基础版,1379.95,1188.31,644.44,6900000000787,active
SKU0000788,P000394,星空蓝-中号,云朵白,大号,1493.88,1187.13,592.72,6900000000788,active
SKU0000789,P000395,云朵白-中号,活力橙,基础版,3927.18,3303.7,2356.14,6900000000789,active
SKU0000790,P000395,暖杏色-小号,标准款,小号,3595.0,3261.68,2474.46,6900000000790,active
SKU0000791,P000396,云朵白-升级版,暖杏色,大号,3547.34,3409.19,2617.75,6900000000791,active
SKU0000792,P000396,暖杏色-基础版,活力橙,小号,4339.58,3534.57,2283.08,6900000000792,active
SKU0000793,P000397,暖杏色-基础版,云朵白,升级版,4117.31,3285.74,2040.89,6900000000793,active
SKU0000794,P000397,活力橙-大号,暖杏色,升级版,4160.35,2877.87,1450.59,6900000000794,active
SKU0000795,P000398,暖杏色-基础版,活力橙,中号,1214.58,1073.32,582.67,6900000000795,active
SKU0000796,P000398,活力橙-小号,星空蓝,小号,1470.74,1155.55,856.23,6900000000796,active
SKU0000797,P000399,曜石黑-旗舰版,暖杏色,中号,1338.22,926.07,642.01,6900000000797,active
SKU0000798,P000399,曜石黑-小号,星空蓝,旗舰版,1168.18,1068.91,589.97,6900000000798,active
SKU0000799,P000400,曜石黑-大号,曜石黑,基础版,1039.98,888.53,585.84,6900000000799,active
SKU0000800,P000400,曜石黑-中号,云朵白,基础版,1224.75,966.26,727.05,6900000000800,active
SKU0000801,P000401,暖杏色-大号,活力橙,中号,3221.32,2440.29,1281.78,6900000000801,active
SKU0000802,P000401,星空蓝-中号,星空蓝,旗舰版,3122.55,2485.36,1684.0,6900000000802,active
SKU0000803,P000402,星空蓝-中号,标准款,旗舰版,1418.21,1165.23,830.94,6900000000803,active
SKU0000804,P000402,曜石黑-升级版,云朵白,中号,1394.89,1102.13,628.92,6900000000804,active
SKU0000805,P000403,标准款-升级版,活力橙,升级版,3251.66,2449.03,1432.51,6900000000805,active
SKU0000806,P000403,活力橙-大号,暖杏色,小号,3137.47,2596.22,1390.37,6900000000806,active
SKU0000807,P000404,标准款-旗舰版,标准款,基础版,1209.02,845.07,650.97,6900000000807,active
SKU0000808,P000404,云朵白-大号,曜石黑,中号,1066.35,839.77,552.48,6900000000808,active
SKU0000809,P000405,标准款-升级版,云朵白,小号,715.27,562.2,390.81,6900000000809,active
SKU0000810,P000405,标准款-基础版,曜石黑,小号,736.45,558.95,368.26,6900000000810,active
SKU0000811,P000406,云朵白-中号,标准款,大号,577.62,446.9,303.38,6900000000811,inactive
SKU0000812,P000406,活力橙-升级版,曜石黑,升级版,476.35,372.05,224.18,6900000000812,active
SKU0000813,P000407,云朵白-基础版,暖杏色,小号,1371.4,959.7,514.12,6900000000813,active
SKU0000814,P000407,标准款-旗舰版,星空蓝,中号,1462.59,1145.08,809.27,6900000000814,active
SKU0000815,P000408,云朵白-中号,星空蓝,基础版,48.19,42.44,20.88,6900000000815,active
SKU0000816,P000408,暖杏色-基础版,标准款,升级版,48.34,43.01,24.22,6900000000816,active
SKU0000817,P000409,暖杏色-大号,星空蓝,旗舰版,2779.93,2433.75,1829.73,6900000000817,active
SKU0000818,P000409,星空蓝-旗舰版,星空蓝,小号,3399.68,2642.53,1499.79,6900000000818,active
SKU0000819,P000410,活力橙-基础版,曜石黑,旗舰版,2964.16,2100.48,1061.14,6900000000819,active
SKU0000820,P000410,曜石黑-大号,标准款,升级版,2415.22,2120.45,1053.64,6900000000820,active
SKU0000821,P000411,云朵白-旗舰版,云朵白,中号,2255.4,1751.71,852.59,6900000000821,active
SKU0000822,P000411,暖杏色-基础版,活力橙,中号,2033.13,1706.24,1260.78,6900000000822,active
SKU0000823,P000412,云朵白-基础版,曜石黑,大号,596.23,508.03,340.48,6900000000823,active
SKU0000824,P000412,星空蓝-旗舰版,星空蓝,旗舰版,604.51,455.59,234.48,6900000000824,active
SKU0000825,P000413,标准款-大号,曜石黑,基础版,285.8,241.36,155.23,6900000000825,active
SKU0000826,P000413,标准款-小号,标准款,中号,261.28,206.6,110.73,6900000000826,active
SKU0000827,P000414,活力橙-旗舰版,暖杏色,基础版,1830.38,1422.77,1079.19,6900000000827,active
SKU0000828,P000414,活力橙-基础版,标准款,小号,2062.8,1484.69,992.81,6900000000828,active
SKU0000829,P000415,星空蓝-升级版,星空蓝,大号,3312.7,2497.67,1318.49,6900000000829,active
SKU0000830,P000415,暖杏色-小号,活力橙,小号,2928.27,2654.35,1545.23,6900000000830,active
SKU0000831,P000416,云朵白-基础版,星空蓝,基础版,1918.57,1461.75,774.9,6900000000831,active
SKU0000832,P000416,曜石黑-中号,星空蓝,旗舰版,2100.74,1556.54,917.19,6900000000832,active
SKU0000833,P000417,活力橙-小号,活力橙,小号,3780.7,3119.06,2278.56,6900000000833,active
SKU0000834,P000417,活力橙-旗舰版,标准款,旗舰版,3252.01,2786.9,1850.24,6900000000834,active
SKU0000835,P000418,曜石黑-小号,曜石黑,旗舰版,4108.39,3060.98,1527.14,6900000000835,active
SKU0000836,P000418,云朵白-小号,标准款,升级版,3725.79,3205.93,2081.22,6900000000836,active
SKU0000837,P000419,云朵白-基础版,活力橙,小号,999.87,706.33,378.74,6900000000837,active
SKU0000838,P000419,星空蓝-旗舰版,标准款,大号,1143.07,848.31,419.65,6900000000838,active
SKU0000839,P000420,云朵白-中号,曜石黑,升级版,565.07,461.03,223.72,6900000000839,active
SKU0000840,P000420,暖杏色-旗舰版,云朵白,基础版,540.01,497.65,337.44,6900000000840,active
SKU0000841,P000421,曜石黑-升级版,云朵白,大号,3715.44,3175.68,2089.33,6900000000841,active
SKU0000842,P000421,云朵白-中号,标准款,大号,4415.67,2860.42,2191.95,6900000000842,active
SKU0000843,P000422,星空蓝-旗舰版,曜石黑,中号,1898.39,1422.43,1025.58,6900000000843,active
SKU0000844,P000422,曜石黑-升级版,暖杏色,旗舰版,2300.62,1523.52,918.27,6900000000844,active
SKU0000845,P000423,星空蓝-基础版,星空蓝,小号,799.78,614.61,454.14,6900000000845,active
SKU0000846,P000423,曜石黑-基础版,活力橙,旗舰版,847.24,587.17,426.34,6900000000846,active
SKU0000847,P000424,标准款-中号,暖杏色,升级版,1517.54,1446.71,990.7,6900000000847,active
SKU0000848,P000424,星空蓝-升级版,标准款,升级版,1488.9,1232.25,837.24,6900000000848,active
SKU0000849,P000425,云朵白-小号,星空蓝,旗舰版,987.76,789.77,404.52,6900000000849,active
SKU0000850,P000425,活力橙-基础版,暖杏色,中号,1056.89,748.02,478.01,6900000000850,active
SKU0000851,P000426,标准款-升级版,活力橙,旗舰版,568.11,437.71,327.18,6900000000851,active
SKU0000852,P000426,曜石黑-基础版,标准款,升级版,541.08,482.04,310.1,6900000000852,inactive
SKU0000853,P000427,云朵白-小号,云朵白,基础版,1433.28,1089.44,814.51,6900000000853,active
SKU0000854,P000427,星空蓝-升级版,星空蓝,旗舰版,1560.58,1322.93,785.34,6900000000854,active
SKU0000855,P000428,活力橙-中号,云朵白,升级版,1791.36,1579.46,1188.75,6900000000855,active
SKU0000856,P000428,云朵白-大号,活力橙,旗舰版,1821.96,1433.92,1070.43,6900000000856,active
SKU0000857,P000429,云朵白-大号,暖杏色,旗舰版,4268.84,2765.76,1690.34,6900000000857,active
SKU0000858,P000429,标准款-中号,曜石黑,旗舰版,3652.36,3359.57,2373.37,6900000000858,active
SKU0000859,P000430,云朵白-升级版,曜石黑,中号,2707.28,2134.78,1585.16,6900000000859,active
SKU0000860,P000430,云朵白-基础版,活力橙,旗舰版,2649.92,2193.64,1452.02,6900000000860,active
SKU0000861,P000431,云朵白-大号,云朵白,小号,1923.09,1338.88,781.64,6900000000861,active
SKU0000862,P000431,星空蓝-中号,标准款,升级版,1692.28,1542.19,807.65,6900000000862,active
SKU0000863,P000432,标准款-升级版,暖杏色,小号,703.58,576.85,295.87,6900000000863,active
SKU0000864,P000432,暖杏色-大号,暖杏色,大号,654.53,494.98,333.06,6900000000864,active
SKU0000865,P000433,曜石黑-基础版,云朵白,中号,110.2,94.55,63.27,6900000000865,active
SKU0000866,P000433,星空蓝-中号,曜石黑,大号,123.82,90.64,54.37,6900000000866,active
SKU0000867,P000434,活力橙-小号,暖杏色,基础版,462.04,386.05,194.97,6900000000867,active
SKU0000868,P000434,活力橙-基础版,暖杏色,大号,470.11,414.01,200.5,6900000000868,active
SKU0000869,P000435,曜石黑-大号,暖杏色,小号,3622.54,3043.11,2125.32,6900000000869,active
SKU0000870,P000435,标准款-升级版,曜石黑,升级版,3535.87,2772.0,1392.47,6900000000870,active
SKU0000871,P000436,活力橙-旗舰版,云朵白,小号,1258.73,1075.98,636.11,6900000000871,active
SKU0000872,P000436,曜石黑-升级版,活力橙,大号,1421.9,1157.74,750.36,6900000000872,active
SKU0000873,P000437,标准款-旗舰版,标准款,旗舰版,1210.41,1171.51,678.52,6900000000873,active
SKU0000874,P000437,星空蓝-升级版,暖杏色,旗舰版,1450.7,1174.39,700.63,6900000000874,active
SKU0000875,P000438,活力橙-中号,标准款,大号,140.47,99.81,70.28,6900000000875,active
SKU0000876,P000438,活力橙-升级版,活力橙,大号,152.36,106.88,73.51,6900000000876,active
SKU0000877,P000439,活力橙-中号,活力橙,小号,2668.7,2323.99,1705.66,6900000000877,active
SKU0000878,P000439,云朵白-基础版,暖杏色,小号,3026.91,2398.33,1480.4,6900000000878,active
SKU0000879,P000440,星空蓝-大号,星空蓝,基础版,1819.59,1489.21,1003.85,6900000000879,active
SKU0000880,P000440,暖杏色-大号,暖杏色,旗舰版,1997.78,1448.41,944.19,6900000000880,active
SKU0000881,P000441,曜石黑-旗舰版,曜石黑,小号,1644.61,1161.24,894.2,6900000000881,active
SKU0000882,P000441,暖杏色-大号,暖杏色,小号,1604.16,1100.36,573.83,6900000000882,active
SKU0000883,P000442,活力橙-大号,曜石黑,旗舰版,2417.86,2034.45,1446.97,6900000000883,active
SKU0000884,P000442,标准款-大号,曜石黑,升级版,2634.03,1861.21,1085.76,6900000000884,active
SKU0000885,P000443,曜石黑-基础版,暖杏色,小号,26.15,20.18,10.14,6900000000885,active
SKU0000886,P000443,曜石黑-基础版,曜石黑,旗舰版,27.58,19.23,12.23,6900000000886,active
SKU0000887,P000444,暖杏色-升级版,标准款,旗舰版,623.03,497.55,244.12,6900000000887,active
SKU0000888,P000444,活力橙-小号,星空蓝,基础版,616.52,448.59,302.6,6900000000888,active
SKU0000889,P000445,星空蓝-基础版,标准款,大号,718.29,555.45,348.03,6900000000889,active
SKU0000890,P000445,暖杏色-基础版,云朵白,升级版,649.56,577.91,420.47,6900000000890,active
SKU0000891,P000446,暖杏色-小号,云朵白,旗舰版,523.05,436.86,276.13,6900000000891,active
SKU0000892,P000446,曜石黑-大号,标准款,基础版,494.19,365.8,191.83,6900000000892,inactive
SKU0000893,P000447,活力橙-升级版,曜石黑,旗舰版,1319.22,1106.42,644.86,6900000000893,active
SKU0000894,P000447,星空蓝-大号,曜石黑,大号,1365.33,1169.84,613.89,6900000000894,active
SKU0000895,P000448,活力橙-中号,曜石黑,中号,495.82,409.49,238.06,6900000000895,active
SKU0000896,P000448,暖杏色-小号,曜石黑,小号,504.62,352.13,249.96,6900000000896,active
SKU0000897,P000449,曜石黑-中号,云朵白,升级版,1776.43,1544.59,1113.23,6900000000897,active
SKU0000898,P000449,曜石黑-大号,标准款,基础版,1992.94,1293.25,861.21,6900000000898,active
SKU0000899,P000450,暖杏色-基础版,曜石黑,升级版,532.77,421.7,215.79,6900000000899,active
SKU0000900,P000450,星空蓝-升级版,星空蓝,小号,487.5,441.47,287.25,6900000000900,active
SKU0000901,P000451,云朵白-旗舰版,云朵白,升级版,3719.73,2862.2,1858.05,6900000000901,active
SKU0000902,P000451,云朵白-旗舰版,暖杏色,小号,4046.91,3259.42,2021.68,6900000000902,active
SKU0000903,P000452,曜石黑-基础版,暖杏色,大号,2243.67,1446.93,1006.69,6900000000903,active
SKU0000904,P000452,暖杏色-大号,活力橙,中号,2051.54,1679.69,899.93,6900000000904,active
SKU0000905,P000453,活力橙-大号,暖杏色,中号,584.05,474.85,364.8,6900000000905,active
SKU0000906,P000453,标准款-中号,云朵白,大号,622.57,413.52,283.49,6900000000906,inactive
SKU0000907,P000454,星空蓝-基础版,星空蓝,小号,2069.06,1465.86,708.28,6900000000907,active
SKU0000908,P000454,曜石黑-升级版,活力橙,大号,2036.37,1835.98,1263.35,6900000000908,active
SKU0000909,P000455,曜石黑-小号,星空蓝,旗舰版,1136.95,782.24,492.72,6900000000909,active
SKU0000910,P000455,标准款-大号,暖杏色,中号,1046.35,857.19,445.09,6900000000910,active
SKU0000911,P000456,曜石黑-升级版,云朵白,中号,604.99,496.46,374.16,6900000000911,active
SKU0000912,P000456,星空蓝-基础版,暖杏色,旗舰版,507.29,403.99,260.62,6900000000912,active
SKU0000913,P000457,活力橙-基础版,星空蓝,旗舰版,293.61,235.61,179.65,6900000000913,active
SKU0000914,P000457,星空蓝-基础版,云朵白,中号,300.18,276.88,145.78,6900000000914,active
SKU0000915,P000458,星空蓝-大号,活力橙,基础版,1396.14,1190.4,609.78,6900000000915,active
SKU0000916,P000458,云朵白-升级版,暖杏色,大号,1549.06,1288.47,781.08,6900000000916,active
SKU0000917,P000459,标准款-旗舰版,活力橙,旗舰版,2081.33,1652.89,1152.3,6900000000917,active
SKU0000918,P000459,暖杏色-旗舰版,曜石黑,升级版,2064.4,1313.12,650.88,6900000000918,active
SKU0000919,P000460,暖杏色-升级版,星空蓝,小号,557.59,383.02,271.63,6900000000919,active
SKU0000920,P000460,星空蓝-基础版,标准款,小号,552.72,452.93,283.17,6900000000920,active
SKU0000921,P000461,暖杏色-升级版,曜石黑,旗舰版,508.56,371.56,275.39,6900000000921,active
