target_id,target_month,store_id,gmv_target,net_revenue_target,order_target,conversion_rate_target,owner_name
TGT0000352,2026-05,S0032,1617902.34,1321444.65,3385,0.0294,负责人03
TGT0000353,2026-05,S0033,848862.02,694830.28,2268,0.0865,负责人04
TGT0000354,2026-05,S0034,1565215.7,1366931.59,519,0.0265,负责人05
TGT0000355,2026-05,S0035,614580.69,564583.34,3675,0.0344,负责人06
TGT0000356,2026-05,S0036,987266.92,850707.83,512,0.0356,负责人07
TGT0000357,2026-05,S0037,745116.06,606677.87,2462,0.0725,负责人08
TGT0000358,2026-05,S0038,902737.42,799288.55,2903,0.0877,负责人09
TGT0000359,2026-05,S0039,1687195.31,1541609.67,1066,0.0534,负责人10
TGT0000360,2026-05,S0040,1739719.88,1462936.66,2906,0.0424,负责人11
TGT0000361,2026-05,S0041,302782.69,244137.66,2777,0.0311,负责人12
TGT0000362,2026-05,S0042,1530652.15,1196676.57,1448,0.0665,负责人13
TGT0000363,2026-05,S0043,270600.22,254032.04,1985,0.0345,负责人14
TGT0000364,2026-05,S0044,268174.04,247512.64,503,0.0802,负责人15
TGT0000365,2026-05,S0045,1498114.62,1247284.36,4089,0.0839,负责人16
TGT0000366,2026-05,S0046,1283938.94,1132581.54,2888,0.083,负责人17
TGT0000367,2026-05,S0047,1080161.66,924767.63,2637,0.0617,负责人18
TGT0000368,2026-05,S0048,1615570.18,1409242.82,3920,0.0398,负责人19
TGT0000369,2026-05,S0049,1170196.73,1007984.47,3794,0.0784,负责人20
TGT0000370,2026-05,S0050,1153460.65,969940.04,2831,0.0688,负责人21
TGT0000371,2026-05,S0051,758751.69,702060.71,4164,0.057,负责人22
TGT0000372,2026-05,S0052,1054978.61,896714.64,607,0.0482,负责人23
TGT0000373,2026-05,S0053,582302.72,545603.34,2466,0.0488,负责人24
TGT0000374,2026-05,S0054,348292.63,284758.38,2773,0.0765,负责人25
TGT0000375,2026-05,S0055,745048.49,591267.22,1498,0.0514,负责人26
TGT0000376,2026-05,S0056,312579.32,287088.13,4094,0.0399,负责人27
TGT0000377,2026-05,S0057,1003915.97,794713.69,2000,0.0511,负责人28
TGT0000378,2026-05,S0058,492479.65,432468.7,3294,0.0517,负责人29
TGT0000379,2026-05,S0059,988388.2,843843.7,2809,0.0452,负责人30
TGT0000380,2026-05,S0060,1022965.2,959988.32,3405,0.0716,负责人01
TGT0000381,2026-05,S0061,1416481.96,1314892.56,712,0.0637,负责人02
TGT0000382,2026-05,S0062,1490682.34,1299279.99,867,0.0482,负责人03
TGT0000383,2026-05,S0063,1310730.9,1068514.87,3619,0.0391,负责人04
TGT0000384,2026-05,S0064,589899.43,539553.34,4101,0.0839,负责人05
TGT0000385,2026-05,S0065,1573241.42,1227336.82,3637,0.0287,负责人06
TGT0000386,2026-05,S0066,393676.19,318855.7,3550,0.0412,负责人07
TGT0000387,2026-05,S0067,1263393.82,1128279.13,3008,0.0327,负责人08
TGT0000388,2026-05,S0068,1100042.37,976508.41,1138,0.0455,负责人09
TGT0000389,2026-05,S0069,1558642.15,1248160.39,2304,0.0818,负责人10
TGT0000390,2026-05,S0070,263599.54,213729.42,1393,0.0833,负责人11
TGT0000391,2026-05,S0071,742874.66,649546.67,1050,0.0523,负责人12
TGT0000392,2026-05,S0072,1233031.56,1029565.44,983,0.0544,负责人13
TGT0000393,2026-05,S0073,884514.99,824948.16,1128,0.0345,负责人14
TGT0000394,2026-05,S0074,356358.36,312683.14,1260,0.0544,负责人15
TGT0000395,2026-05,S0075,1486118.75,1375272.16,3046,0.0337,负责人16
TGT0000396,2026-05,S0076,1178720.84,1001643.02,4007,0.0734,负责人17
TGT0000397,2026-05,S0077,1681475.28,1517110.74,2085,0.0439,负责人18
TGT0000398,2026-05,S0078,430507.85,348416.01,527,0.0666,负责人19
TGT0000399,2026-05,S0079,313870.06,271936.69,3006,0.0768,负责人20
TGT0000400,2026-05,S0080,570757.02,461854.88,836,0.0359,负责人21
TGT0000401,2026-06,S0001,942971.03,848018.14,2215,0.0645,负责人02
TGT0000402,2026-06,S0002,885741.81,802157.49,700,0.0396,负责人03
TGT0000403,2026-06,S0003,1290727.5,1142727.54,1395,0.0702,负责人04
TGT0000404,2026-06,S0004,1400370.08,1281550.66,2022,0.0254,负责人05
TGT0000405,2026-06,S0005,1584412.56,1258798.66,3021,0.0389,负责人06
TGT0000406,2026-06,S0006,1760619.98,1444586.08,2051,0.0278,负责人07
TGT0000407,2026-06,S0007,808286.44,730449.05,697,0.0732,负责人08
TGT0000408,2026-06,S0008,397909.33,356608.1,3519,0.0628,负责人09
TGT0000409,2026-06,S0009,1302145.17,1138640.61,2772,0.0377,负责人10
TGT0000410,2026-06,S0010,347711.04,313610.53,2191,0.0776,负责人11
TGT0000411,2026-06,S0011,937196.56,735452.2,1263,0.0832,负责人12
TGT0000412,2026-06,S0012,424775.01,334284.21,4116,0.0761,负责人13
TGT0000413,2026-06,S0013,797135.65,683306.6,2136,0.0274,负责人14
TGT0000414,2026-06,S0014,485530.7,446407.61,1934,0.0504,负责人15
TGT0000415,2026-06,S0015,1673940.27,1377157.07,3489,0.045,负责人16
TGT0000416,2026-06,S0016,1640151.71,1332340.25,2468,0.0428,负责人17
TGT0000417,2026-06,S0017,1484606.16,1360130.0,1719,0.0419,负责人18
TGT0000418,2026-06,S0018,1204476.52,1032769.29,1682,0.0431,负责人19
TGT0000419,2026-06,S0019,824146.56,751319.6,1832,0.0857,负责人20
TGT0000420,2026-06,S0020,813163.11,734328.45,3958,0.0603,负责人21
TGT0000421,2026-06,S0021,262835.09,207737.34,2704,0.0439,负责人22
TGT0000422,2026-06,S0022,477661.91,379778.89,1800,0.0399,负责人23
TGT0000423,2026-06,S0023,781980.29,611646.43,3050,0.0266,负责人24
TGT0000424,2026-06,S0024,273587.5,245030.42,2642,0.044,负责人25
TGT0000425,2026-06,S0025,437098.34,408490.48,2209,0.0551,负责人26
TGT0000426,2026-06,S0026,810366.63,749759.88,2446,0.0262,负责人27
TGT0000427,2026-06,S0027,712704.3,618446.46,1329,0.0833,负责人28
TGT0000428,2026-06,S0028,1705726.28,1381012.25,3476,0.068,负责人29
TGT0000429,2026-06,S0029,1297377.49,1166756.07,2647,0.0467,负责人30
TGT0000430,2026-06,S0030,1060064.62,908820.45,1852,0.0427,负责人01
TGT0000431,2026-06,S0031,909132.07,768876.49,3690,0.0672,负责人02
TGT0000432,2026-06,S0032,1705087.03,1567537.6,3459,0.0266,负责人03
TGT0000433,2026-06,S0033,364569.27,334384.22,3849,0.0426,负责人04
TGT0000434,2026-06,S0034,1074070.94,858688.86,485,0.0883,负责人05
TGT0000435,2026-06,S0035,339258.58,283110.58,2518,0.0525,负责人06
TGT0000436,2026-06,S0036,1456576.38,1317738.28,4126,0.0346,负责人07
TGT0000437,2026-06,S0037,940065.05,738665.49,562,0.0284,负责人08
TGT0000438,2026-06,S0038,585587.32,465606.08,2902,0.0287,负责人09
TGT0000439,2026-06,S0039,583419.14,547774.76,3164,0.0544,负责人10
TGT0000440,2026-06,S0040,1171604.38,942165.67,2041,0.0721,负责人11
TGT0000441,2026-06,S0041,1722655.74,1599712.51,4128,0.0618,负责人12
TGT0000442,2026-06,S0042,1188933.31,1078253.47,4088,0.0498,负责人13
TGT0000443,2026-06,S0043,1090716.11,984915.44,2044,0.0765,负责人14
TGT0000444,2026-06,S0044,1427670.22,1143103.89,1874,0.065,负责人15
TGT0000445,2026-06,S0045,953762.42,794065.97,3918,0.031,负责人16
TGT0000446,2026-06,S0046,1659608.26,1513920.58,3810,0.0538,负责人17
TGT0000447,2026-06,S0047,1132612.37,975238.51,3506,0.0467,负责人18
TGT0000448,2026-06,S0048,1319529.16,1201260.15,3729,0.0517,负责人19
TGT0000449,2026-06,S0049,585347.6,522852.92,1549,0.0671,负责人20
TGT0000450,2026-06,S0050,1340874.18,1059382.17,3884,0.0802,负责人21
TGT0000451,2026-06,S0051,442021.4,392735.14,3962,0.0598,负责人22
TGT0000452,2026-06,S0052,505655.08,425871.37,2872,0.0899,负责人23
TGT0000453,2026-06,S0053,1223735.83,1111376.71,1358,0.058,负责人24
TGT0000454,2026-06,S0054,409228.74,373855.13,3929,0.0439,负责人25
TGT0000455,2026-06,S0055,1397569.06,1262752.18,2450,0.0539,负责人26
TGT0000456,2026-06,S0056,832386.07,658116.92,3485,0.0342,负责人27
TGT0000457,2026-06,S0057,1539158.22,1312519.67,2730,0.0598,负责人28
TGT0000458,2026-06,S0058,1364585.11,1244947.66,671,0.0666,负责人29
TGT0000459,2026-06,S0059,1184814.74,962020.65,4038,0.0469,负责人30
TGT0000460,2026-06,S0060,1542730.16,1385780.44,1837,0.0814,负责人01
TGT0000461,2026-06,S0061,1492488.3,1280145.23,2107,0.0808,负责人02
TGT0000462,2026-06,S0062,1585278.43,1449472.59,3634,0.053,负责人03
TGT0000463,2026-06,S0063,1171103.2,985809.11,2163,0.0492,负责人04
TGT0000464,2026-06,S0064,210318.26,178406.11,998,0.0682,负责人05
TGT0000465,2026-06,S0065,1157453.35,942508.02,3338,0.0731,负责人06
TGT0000466,2026-06,S0066,401157.64,338204.39,2504,0.0403,负责人07
TGT0000467,2026-06,S0067,1006281.41,833362.16,3378,0.0466,负责人08
TGT0000468,2026-06,S0068,902329.74,803806.71,1892,0.0873,负责人09
TGT0000469,2026-06,S0069,478862.36,377684.74,3440,0.0409,负责人10
TGT0000470,2026-06,S0070,477993.08,448064.58,2055,0.0708,负责人11
TGT0000471,2026-06,S0071,1129401.01,971966.19,3148,0.0512,负责人12
TGT0000472,2026-06,S0072,333495.09,274539.99,1703,0.0805,负责人13
TGT0000473,2026-06,S0073,539194.86,457078.96,2640,0.0805,负责人14
TGT0000474,2026-06,S0074,1387437.73,1101888.28,3081,0.0285,负责人15
TGT0000475,2026-06,S0075,271804.5,220224.96,681,0.0891,负责人16
TGT0000476,2026-06,S0076,624990.22,541278.68,3723,0.0815,负责人17
TGT0000477,2026-06,S0077,717221.75,572559.2,2946,0.051,负责人18
TGT0000478,2026-06,S0078,1503477.86,1398397.18,702,0.0278,负责人19
TGT0000479,2026-06,S0079,961878.35,896505.36,3399,0.035,负责人20
TGT0000480,2026-06,S0080,296645.11,262939.5,423,0.0647,负责人21
TGT0000481,2026-07,S0001,1088055.37,985186.17,473,0.0602,负责人02
TGT0000482,2026-07,S0002,1491366.9,1197054.32,1399,0.0675,负责人03
TGT0000483,2026-07,S0003,1706065.55,1493349.25,4119,0.0633,负责人04
TGT0000484,2026-07,S0004,1057806.5,916429.36,1571,0.0586,负责人05
TGT0000485,2026-07,S0005,814884.58,736401.98,747,0.0721,负责人06
TGT0000486,2026-07,S0006,613132.3,562692.48,2529,0.0803,负责人07
TGT0000487,2026-07,S0007,1133020.76,1059253.73,3311,0.041,负责人08
TGT0000488,2026-07,S0008,775243.03,679778.27,1994,0.0401,负责人09
TGT0000489,2026-07,S0009,671321.32,535059.86,1809,0.0534,负责人10
TGT0000490,2026-07,S0010,345723.07,301856.66,3045,0.0351,负责人11
TGT0000491,2026-07,S0011,1567020.19,1251443.61,1495,0.0502,负责人12
TGT0000492,2026-07,S0012,1458265.94,1219734.06,3715,0.0892,负责人13
TGT0000493,2026-07,S0013,1233287.25,1118023.68,2899,0.0675,负责人14
TGT0000494,2026-07,S0014,1382496.99,1257496.89,1915,0.0767,负责人15
TGT0000495,2026-07,S0015,1308328.27,1083476.21,2984,0.0472,负责人16
TGT0000496,2026-07,S0016,1316076.75,1031477.66,733,0.0302,负责人17
TGT0000497,2026-07,S0017,1798702.49,1645144.05,669,0.0451,负责人18
TGT0000498,2026-07,S0018,473939.88,435278.42,2028,0.0369,负责人19
TGT0000499,2026-07,S0019,1581708.58,1324701.23,1185,0.055,负责人20
TGT0000500,2026-07,S0020,962773.65,880987.97,3810,0.0772,负责人21
TGT0000501,2026-07,S0021,1189019.23,1067162.9,2643,0.0399,负责人22
TGT0000502,2026-07,S0022,1650259.27,1390176.55,598,0.0356,负责人23
TGT0000503,2026-07,S0023,1657350.8,1298104.0,3764,0.0356,负责人24
TGT0000504,2026-07,S0024,219126.52,204157.6,2917,0.0642,负责人25
TGT0000505,2026-07,S0025,426717.25,352566.54,1219,0.0769,负责人26
TGT0000506,2026-07,S0026,637329.05,513408.92,3790,0.0761,负责人27
TGT0000507,2026-07,S0027,463508.09,387410.78,1817,0.0343,负责人28
TGT0000508,2026-07,S0028,765229.76,633573.58,576,0.0594,负责人29
TGT0000509,2026-07,S0029,295760.75,277821.02,4014,0.0312,负责人30
TGT0000510,2026-07,S0030,1246083.41,1058098.69,2763,0.0283,负责人01
TGT0000511,2026-07,S0031,955819.83,887467.89,2022,0.0847,负责人02
TGT0000512,2026-07,S0032,1776283.05,1480461.6,2558,0.0291,负责人03
TGT0000513,2026-07,S0033,522518.91,456914.62,3065,0.0527,负责人04
TGT0000514,2026-07,S0034,872181.25,701262.72,1664,0.0618,负责人05
TGT0000515,2026-07,S0035,1012886.76,829895.33,2986,0.0347,负责人06
TGT0000516,2026-07,S0036,716704.55,638401.38,2570,0.0506,负责人07
TGT0000517,2026-07,S0037,460354.51,367717.29,2666,0.0567,负责人08
TGT0000518,2026-07,S0038,1149115.22,972567.06,1850,0.0712,负责人09
TGT0000519,2026-07,S0039,1109585.7,996427.51,2152,0.0794,负责人10
TGT0000520,2026-07,S0040,1159428.63,1048012.11,1607,0.0558,负责人11
TGT0000521,2026-07,S0041,1117082.05,886169.23,4050,0.0608,负责人12
TGT0000522,2026-07,S0042,1257763.91,995849.42,2044,0.0856,负责人13
TGT0000523,2026-07,S0043,676236.62,611922.05,806,0.0386,负责人14
TGT0000524,2026-07,S0044,402875.57,314554.8,1247,0.0699,负责人15
TGT0000525,2026-07,S0045,730889.2,612235.11,2220,0.0263,负责人16
TGT0000526,2026-07,S0046,1398506.64,1189312.33,3357,0.0873,负责人17
TGT0000527,2026-07,S0047,1535912.76,1222297.91,1095,0.0618,负责人18
TGT0000528,2026-07,S0048,1383694.93,1147958.55,2338,0.06,负责人19
TGT0000529,2026-07,S0049,608939.66,503843.89,2271,0.0854,负责人20
TGT0000530,2026-07,S0050,571171.03,462264.58,2002,0.0413,负责人21
TGT0000531,2026-07,S0051,1098817.75,974460.12,603,0.0853,负责人22
TGT0000532,2026-07,S0052,1312113.29,1156927.88,2094,0.0576,负责人23
TGT0000533,2026-07,S0053,476235.83,425272.53,1656,0.0735,负责人24
TGT0000534,2026-07,S0054,1221530.54,1106624.76,608,0.059,负责人25
TGT0000535,2026-07,S0055,1419232.95,1204034.78,2078,0.0521,负责人26
TGT0000536,2026-07,S0056,1757723.85,1543379.76,729,0.0759,负责人27
TGT0000537,2026-07,S0057,1507708.01,1374610.24,3974,0.0625,负责人28
TGT0000538,2026-07,S0058,514100.13,410612.51,2306,0.0289,负责人29
TGT0000539,2026-07,S0059,567088.16,464467.15,598,0.085,负责人30
TGT0000540,2026-07,S0060,1100455.12,975590.69,1551,0.0474,负责人01
TGT0000541,2026-07,S0061,569415.32,495886.08,3760,0.0799,负责人02
TGT0000542,2026-07,S0062,915959.33,773420.85,1660,0.0377,负责人03
TGT0000543,2026-07,S0063,1576705.7,1305625.27,1150,0.0624,负责人04
TGT0000544,2026-07,S0064,674809.31,546422.1,3401,0.0512,负责人05
TGT0000545,2026-07,S0065,639948.47,582406.35,1875,0.0635,负责人06
TGT0000546,2026-07,S0066,500456.22,417559.48,3681,0.0506,负责人07
TGT0000547,2026-07,S0067,1741481.24,1538075.83,3322,0.0361,负责人08
TGT0000548,2026-07,S0068,1099064.77,972096.42,408,0.058,负责人09
TGT0000549,2026-07,S0069,1413810.4,1234715.43,549,0.0448,负责人10
TGT0000550,2026-07,S0070,213825.69,195796.29,2935,0.077,负责人11
TGT0000551,2026-07,S0071,940954.38,736218.37,1330,0.0345,负责人12
TGT0000552,2026-07,S0072,942366.02,855267.17,2379,0.0677,负责人13
TGT0000553,2026-07,S0073,1401303.57,1123088.5,3932,0.0833,负责人14
TGT0000554,2026-07,S0074,586130.9,516856.15,2845,0.0808,负责人15
TGT0000555,2026-07,S0075,1713463.63,1548982.97,1854,0.087,负责人16
TGT0000556,2026-07,S0076,587753.46,514642.14,3641,0.0437,负责人17
TGT0000557,2026-07,S0077,1608255.23,1275254.58,3054,0.0693,负责人18
TGT0000558,2026-07,S0078,1782419.19,1574154.07,1460,0.0285,负责人19
TGT0000559,2026-07,S0079,857123.87,707018.9,505,0.0873,负责人20
TGT0000560,2026-07,S0080,1512440.67,1350331.35,4094,0.0446,负责人21
TGT0000561,2026-08,S0001,851477.41,729819.89,3866,0.0721,负责人02
TGT0000562,2026-08,S0002,1769770.19,1637087.38,845,0.0714,负责人03
TGT0000563,2026-08,S0003,1269329.07,1187756.0,2406,0.036,负责人04
TGT0000564,2026-08,S0004,666220.27,601079.31,2924,0.0645,负责人05
TGT0000565,2026-08,S0005,1170244.07,1003734.42,1999,0.0705,负责人06
TGT0000566,2026-08,S0006,1457668.01,1343466.12,2938,0.0848,负责人07
TGT0000567,2026-08,S0007,745012.33,683927.93,1289,0.0386,负责人08
TGT0000568,2026-08,S0008,775270.42,654998.6,1840,0.0622,负责人09
TGT0000569,2026-08,S0009,691833.51,543269.82,3679,0.0869,负责人10
TGT0000570,2026-08,S0010,1646732.31,1351292.2,2020,0.0548,负责人11
TGT0000571,2026-08,S0011,883754.72,775728.63,1326,0.0656,负责人12
TGT0000572,2026-08,S0012,1715375.55,1571917.25,4009,0.0616,负责人13
TGT0000573,2026-08,S0013,331353.82,270196.58,4039,0.0318,负责人14
TGT0000574,2026-08,S0014,401070.41,335216.22,3190,0.029,负责人15
TGT0000575,2026-08,S0015,251065.17,200796.76,3597,0.0339,负责人16
TGT0000576,2026-08,S0016,947085.25,833644.27,2388,0.089,负责人17
TGT0000577,2026-08,S0017,1537032.84,1229481.0,3535,0.0475,负责人18
TGT0000578,2026-08,S0018,735731.77,576040.1,1665,0.0628,负责人19
TGT0000579,2026-08,S0019,414836.31,335144.14,3482,0.0685,负责人20
TGT0000580,2026-08,S0020,215675.64,177440.9,3990,0.0528,负责人21
TGT0000581,2026-08,S0021,966454.56,800396.79,2840,0.0557,负责人22
TGT0000582,2026-08,S0022,788638.15,717286.5,2677,0.0575,负责人23
TGT0000583,2026-08,S0023,381234.7,351987.4,4035,0.0896,负责人24
TGT0000584,2026-08,S0024,1796813.48,1566520.08,2045,0.0284,负责人25
TGT0000585,2026-08,S0025,532555.85,432850.23,3949,0.0436,负责人26
TGT0000586,2026-08,S0026,630545.54,575266.69,625,0.055,负责人27
TGT0000587,2026-08,S0027,1104669.81,966415.13,1121,0.0325,负责人28
TGT0000588,2026-08,S0028,1730145.79,1367091.0,1079,0.0501,负责人29
TGT0000589,2026-08,S0029,967846.56,866962.3,1049,0.0883,负责人30
TGT0000590,2026-08,S0030,840532.41,668384.27,658,0.0593,负责人01
TGT0000591,2026-08,S0031,765767.57,677179.61,4114,0.036,负责人02
TGT0000592,2026-08,S0032,201526.75,172969.42,2783,0.0339,负责人03
TGT0000593,2026-08,S0033,1052117.19,827789.73,2861,0.0758,负责人04
TGT0000594,2026-08,S0034,404744.63,320842.44,2379,0.0503,负责人05
TGT0000595,2026-08,S0035,603638.92,523715.56,2162,0.0402,负责人06
TGT0000596,2026-08,S0036,1192421.18,982891.81,2682,0.0268,负责人07
TGT0000597,2026-08,S0037,1597404.88,1262633.93,2669,0.0811,负责人08
TGT0000598,2026-08,S0038,346505.62,298771.72,3763,0.0876,负责人09
TGT0000599,2026-08,S0039,936094.64,790029.32,3879,0.0437,负责人10
TGT0000600,2026-08,S0040,458700.35,382919.45,2787,0.0471,负责人11
TGT0000601,2026-08,S0041,374587.04,293984.41,2918,0.0769,负责人12
TGT0000602,2026-08,S0042,191652.3,153897.88,1789,0.072,负责人13
TGT0000603,2026-08,S0043,1744829.54,1590379.56,3966,0.0529,负责人14
TGT0000604,2026-08,S0044,934593.43,783535.15,702,0.0534,负责人15
TGT0000605,2026-08,S0045,302256.49,282707.15,3418,0.0532,负责人16
TGT0000606,2026-08,S0046,670447.63,624872.68,2604,0.0755,负责人17
TGT0000607,2026-08,S0047,576524.64,482233.84,533,0.0323,负责人18
TGT0000608,2026-08,S0048,1569938.44,1376683.55,1475,0.0526,负责人19
TGT0000609,2026-08,S0049,1006112.63,913162.53,2071,0.052,负责人20
TGT0000610,2026-08,S0050,707170.92,634275.05,2263,0.0602,负责人21
TGT0000611,2026-08,S0051,393901.04,336569.33,4106,0.0816,负责人22
TGT0000612,2026-08,S0052,1660485.49,1330187.2,2150,0.0299,负责人23
TGT0000613,2026-08,S0053,423710.78,389732.99,669,0.072,负责人24
TGT0000614,2026-08,S0054,1516566.49,1391850.31,2132,0.0317,负责人25
TGT0000615,2026-08,S0055,818132.01,758447.74,1124,0.0868,负责人26
TGT0000616,2026-08,S0056,1761789.64,1600086.45,1187,0.0252,负责人27
TGT0000617,2026-08,S0057,213774.95,183434.94,2019,0.0453,负责人28
TGT0000618,2026-08,S0058,1797456.65,1469065.24,3234,0.0588,负责人29
TGT0000619,2026-08,S0059,855802.59,744675.03,3362,0.0888,负责人30
TGT0000620,2026-08,S0060,188657.61,152513.84,2728,0.0718,负责人01
TGT0000621,2026-08,S0061,313446.57,290005.74,1104,0.0368,负责人02
TGT0000622,2026-08,S0062,1178792.8,1059735.98,2371,0.0591,负责人03
TGT0000623,2026-08,S0063,852393.34,787416.27,1727,0.0678,负责人04
TGT0000624,2026-08,S0064,1373448.31,1146450.01,3608,0.0323,负责人05
TGT0000625,2026-08,S0065,419922.05,358853.16,3119,0.0285,负责人06
TGT0000626,2026-08,S0066,1488828.03,1375565.92,2480,0.0881,负责人07
TGT0000627,2026-08,S0067,1318927.02,1082879.85,3957,0.0679,负责人08
TGT0000628,2026-08,S0068,1232854.14,984862.51,2457,0.0682,负责人09
TGT0000629,2026-08,S0069,1164349.19,1011439.45,2433,0.0375,负责人10
TGT0000630,2026-08,S0070,1357392.27,1104462.21,2243,0.0867,负责人11
TGT0000631,2026-08,S0071,1449184.6,1327297.17,2593,0.0693,负责人12
TGT0000632,2026-08,S0072,1383714.58,1247879.83,3181,0.0536,负责人13
TGT0000633,2026-08,S0073,854037.36,694188.01,3856,0.0279,负责人14
TGT0000634,2026-08,S0074,1230582.41,1090316.7,960,0.0384,负责人15
TGT0000635,2026-08,S0075,234272.13,198258.16,4017,0.0887,负责人16
TGT0000636,2026-08,S0076,1076351.24,875467.11,3067,0.0872,负责人17
TGT0000637,2026-08,S0077,1657971.18,1308100.97,2436,0.0332,负责人18
TGT0000638,2026-08,S0078,848037.95,792956.75,1193,0.0586,负责人19
TGT0000639,2026-08,S0079,802450.67,725001.26,1168,0.0698,负责人20
TGT0000640,2026-08,S0080,405461.8,378970.84,1530,0.0705,负责人21
